author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/300006073/;Москва;sale;flat;5;15;3;96.5;80000000;Дорогомилово;Студенческая ;20к1;Студенческая;
Аврора Проперти;real_estate_agent;https://www.cian.ru/sale/flat/292721081/;Москва;sale;flat;22;29;3;159.9;79950000;Якиманка;Мытная ;40к1;Серпуховская;Sky House
СЕДЬМОЕ НЕБО;real_estate_agent;https://www.cian.ru/sale/flat/298066142/;Москва;sale;flat;14;23;3;130.0;83000000;Останкинский; Академика Королева;10;Улица Академика Королёва;Седьмое Небо
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/299095732/;Москва;sale;flat;17;32;3;83.7;83700000;Дорогомилово;Поклонная ;9;Парк Победы;Поклонная 9
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/290380799/;Москва;sale;flat;7;14;3;108.1;85000000;Дорогомилово;Большая Дорогомиловская ;4;Киевская;
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/289628414/;Москва;sale;flat;7;7;3;132.1;85000000;Арбат;Новинский бульвар;28/35С1;Баррикадная;
Винидиктов и Партнеры;real_estate_agent;https://www.cian.ru/sale/flat/299894947/;Москва;sale;flat;6;16;3;136.9;85000000;Даниловский; Серпуховский Вал;21;Шаболовская;Донской Олимп
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/295205199/;Москва;sale;flat;6;21;3;86.0;91000000;Пресненский; Костикова;4к6;Улица 1905 года;Lucky
Gethome;real_estate_agent;https://www.cian.ru/sale/flat/294769641/;Москва;sale;flat;2;9;3;86.0;95700000;Таганский;Серебрянический переулок;8;Китай-город;Титул на Серебрянической
Аврора Проперти;real_estate_agent;https://www.cian.ru/sale/flat/289764822/;Москва;sale;flat;2;7;3;86.0;95700000;Таганский;Серебрянический переулок;8;Китай-город;Титул на Серебрянической
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/292653563/;Москва;sale;flat;3;4;3;110.4;97850000;Тверской; Фадеева;4А;Новослободская;Итальянский Квартал
Delight  Realty;real_estate_agent;https://www.cian.ru/sale/flat/299477622/;Москва;sale;flat;4;21;3;120.0;104000000;Пресненский; Костикова;4к1;Улица 1905 года;Lucky
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/293377423/;Москва;sale;flat;4;12;3;146.0;107000000;Фасадный дом в е Замоскворечья3-комн. квартира;146 м²;;;
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/297756896/;Москва;sale;flat;4;8;3;110.0;106460675;Хамовники;Гагаринский переулок;28;Парк Культуры;
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/294374810/;Москва;sale;flat;9;13;3;99.71;113000000;Хамовники; Усачева;15А;Спортивная;Садовые кварталы
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/300005888/;Москва;sale;flat;14;17;3;141.6;118000000;Хамовники;Ружейный переулок;3;Смоленская;Смоленская Застава
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/299052958/;Москва;sale;flat;3;4;3;104.0;125000000;Пресненский;Большой Козихинский переулок;12/2;Пушкинская;
Аврора Проперти;real_estate_agent;https://www.cian.ru/sale/flat/298212883/;Москва;sale;flat;5;9;3;101.0;127000000;Можайский; Вересаева;9;Давыдково;Аристократ
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/299607153/;Москва;sale;flat;5;6;3;105.0;130000000;Басманный; Машкова;6С1;Чистые пруды;
Аврора Проперти;real_estate_agent;https://www.cian.ru/sale/flat/298296903/;Москва;sale;flat;4;6;3;111.3;133560000;Хамовники;Зубовская ;7;Парк Культуры;Roza Rossa
Аврора Проперти;real_estate_agent;https://www.cian.ru/sale/flat/298296899/;Москва;sale;flat;5;6;3;122.6;147120000;Хамовники;Зубовская ;7;Парк Культуры;Roza Rossa
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/293145354/;Москва;sale;flat;2;7;3;94.0;153000000;Пресненский;Малый Кисловский переулок;3;Арбатская;Рахманинов
Verges of estate;real_estate_agent;https://www.cian.ru/sale/flat/287168354/;Москва;sale;flat;10;11;3;105.1;152655350;Дорогомилово;Кутузовский проспект;12;Выставочная;Кутузовский XII
Аврора Проперти;real_estate_agent;https://www.cian.ru/sale/flat/292537223/;Москва;sale;flat;7;13;3;97.0;165000000;Хамовники; Усачева;15А;Спортивная;Садовые кварталы
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/288099221/;Москва;sale;flat;3;4;3;188.5;175000000;Тверской;Дегтярный переулок;15к1;Пушкинская;
Аврора Проперти;real_estate_agent;https://www.cian.ru/sale/flat/292723721/;Москва;sale;flat;3;9;3;130.0;175500000;Хамовники;Саввинская набережная;13;Киевская;SAVVIN RIVER RESIDENCE
Аврора Проперти;real_estate_agent;https://www.cian.ru/sale/flat/292721096/;Москва;sale;flat;4;6;3;209.0;200000000;Таганский;Серебряническая набережная;19;Чкаловская;АртХаус
Gethome;real_estate_agent;https://www.cian.ru/sale/flat/298749524/;Москва;sale;flat;2;6;3;119.0;215000000;Хамовники;переулок Хилков;5;Парк Культуры;Особняк в Хилковом переулке
Gethome;real_estate_agent;https://www.cian.ru/sale/flat/286239370/;Москва;sale;flat;6;8;3;144.0;215000000;Якиманка;Софийская набережная;34С4;Новокузнецкая;Софийский
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/295467331/;Москва;sale;flat;2;6;3;119.0;215000000;Хамовники;переулок Хилков;5;Парк Культуры;Особняк в Хилковом переулке
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/296106178/;Москва;sale;flat;8;11;3;138.6;231436250;Хамовники; Усачева;2С3;Фрунзенская;Фьюжн парк
Аврора Проперти;real_estate_agent;https://www.cian.ru/sale/flat/297847985/;Москва;sale;flat;8;10;3;141.0;232000000;Замоскворечье;Большая Татарская ;7к3;Новокузнецкая;Четыре солнца
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/291599656/;Москва;sale;flat;4;6;3;179.0;248562532;Хамовники; Остоженка;11;Кропоткинская;Остоженка 11
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/293496503/;Москва;sale;flat;2;6;3;151.3;290000000;Хамовники; Плющиха;37;Киевская;Клубный дом Bunin
Gethome;real_estate_agent;https://www.cian.ru/sale/flat/298752008/;Москва;sale;flat;3;6;3;158.6;290000000;Хамовники;переулок Хилков;5;Парк Культуры;Особняк в Хилковом переулке
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/290380851/;Москва;sale;flat;26;57;3;262.0;324010750;Хорошевский;Чапаевский переулок;3;Сокол;Триумф-Палас
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/282559741/;Москва;sale;flat;2;6;3;150.0;342525650;Хамовники;Бутиковский переулок;5;Парк Культуры;Бутиковский 5
Аврора Проперти;real_estate_agent;https://www.cian.ru/sale/flat/292723657/;Москва;sale;flat;2;5;3;146.8;400000000;Хамовники;Пречистенская набережная;43;Кропоткинская;Carré Blanc
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/297748689/;Москва;sale;flat;13;13;3;240.0;500000000;Пресненский;Большая Садовая ;5к2;Маяковская;Квартал апартаментов Сады Пекина
Prime;real_estate_agent;https://www.cian.ru/sale/flat/293454410/;Москва;sale;flat;5;5;3;73.0;18500000;Можайский; Толбухина;5К3;Кунцевская;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/287877497/;Москва;sale;flat;8;55;3;65.82;31000000;Марьина роща; 4-я Марьиной рощи;12С4;Марьина Роща;Mod
ID 64889773;homeowner;https://www.cian.ru/sale/flat/297867865/;Москва;sale;flat;4;20;3;118.0;36600000;Строгино; Твардовского;4К4;Строгино;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/296485610/;Москва;sale;flat;31;34;3;107.8;45000000;Обручевский; Обручева;23к3;Воронцовская;Ever
HOUSE MALL - Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/246930837/;Москва;sale;flat;14;58;3;128.0;47000000;Ростокино;проспект Мира;188Бк1;Ростокино;Триколор
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/290383734/;Москва;sale;flat;5;5;3;125.7;56000000;Тверской;1-я Брестская ;36;Маяковская;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/298565480/;Москва;sale;flat;13;22;3;94.0;72300000;Хорошево-Мневники;Живописная ;21А;;Дом Серебряный Бор
Метриум-Премиум Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/294454175/;Москва;sale;flat;14;16;3;142.0;118000000;Хамовники;Ружейный переулок;3;Смоленская;Смоленская Застава
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/299070313/;Москва;sale;flat;4;6;3;78.0;120000000;Арбат;Поварская ;8/1к1;Арбатская;De Luxe квартал апартаментов 
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/292409934/;Москва;sale;flat;7;7;3;138.0;126650000;Арбат;Кривоарбатский переулок;8С2;Смоленская;
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/297042900/;Москва;sale;flat;3;10;3;173.6;165000000;Тверской;Большая Грузинская ;69;Белорусская;Четыре Ветра
Vesco Realty;real_estate_agent;https://www.cian.ru/sale/flat/281304705/;Москва;sale;flat;4;7;3;140.0;210000000;Арбат;1-й Смоленский переулок;21;Смоленская;Smolensky De Luxe
Александр Кудинов;realtor;https://www.cian.ru/sale/flat/299065308/;Москва;sale;flat;8;23;3;70.0;49900000;Хорошевский;Хорошевское шоссе;25Ак3;Хорошёвская;Династия
Bespoke Estate;real_estate_agent;https://www.cian.ru/sale/flat/282687891/;Москва;sale;flat;2;3;3;150.1;74750000;Таганский;Большой Дровяной переулок;18;Таганская;
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/299015116/;Москва;sale;flat;11;20;3;96.79;87500000;Пресненский;Дружинниковская ;15;Краснопресненская;SkyView
ID 104227771;realtor;https://www.cian.ru/sale/flat/299138981/;Москва;sale;flat;3;10;3;101.0;94000000;Дорогомилово;;3к7;Поклонная;Виктори Парк Резиденсез ЖК
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/285740105/;Москва;sale;flat;6;18;3;152.5;100000000;Дорогомилово;Дохтуровский переулок;6;Студенческая;Кутузовский
Славянский Двор Остоженка;real_estate_agent;https://www.cian.ru/sale/flat/299338893/;Москва;sale;flat;4;16;3;139.0;115000000;Арбат;1-й Смоленский переулок;17;Смоленская;Новопесковский
Bespoke Estate;real_estate_agent;https://www.cian.ru/sale/flat/296448365/;Москва;sale;flat;10;16;3;131.0;115000000;Хамовники;Ружейный переулок;3;Смоленская;Смоленская Застава
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/273848978/;Москва;sale;flat;6;7;3;93.0;125000000;Арбат;1-й Смоленский переулок;21;Смоленская;Smolensky De Luxe
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/285581103/;Москва;sale;flat;5;32;3;95.5;125000000;Таганский;Котельническая набережная;1/15кВК;Таганская;
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/294650775/;Москва;sale;flat;7;15;3;105.3;136473327;Дорогомилово;Студенческая ;20к1;Студенческая;Студенческая 20
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/300006042/;Москва;sale;flat;4;6;3;145.0;167000000;Пресненский;Большой Гнездниковский переулок;3;Пушкинская;Респект
Екатерина Гайнутдинова;realtor;https://www.cian.ru/sale/flat/300117972/;Москва;sale;flat;3;16;3;51.3;18900000;Лефортово;Таможенный проезд;12;Серп и Молот;
Acropol;real_estate_agent;https://www.cian.ru/sale/flat/299190245/;Москва;sale;flat;2;22;3;61.6;20500000;Лосиноостровский; Коминтерна;15;Бабушкинская;Ты и Я
ID 22653;real_estate_agent;https://www.cian.ru/sale/flat/299842929/;Москва;sale;flat;5;20;3;75.8;22950000;Нагатинский затон;Нагатинская набережная;44к1;Коломенская;
Ключи;real_estate_agent;https://www.cian.ru/sale/flat/299652739/;Москва;sale;flat;6;10;3;60.5;23700000;Якиманка;Ленинский проспект;3;Октябрьская;
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/298677945/;Москва;sale;flat;7;9;3;71.0;28000000;Котловка;Нагорная ;5К4;Нагорная;Кант
ZAPAD REALTY - офис Маршала Жукова;real_estate_agent;https://www.cian.ru/sale/flat/297264055/;Москва;sale;flat;9;51;3;69.0;30200000;Раменки;Мичуринский проспект;56;Мичуринский проспект;Небо — Небоскребы на Мичуринском, 56
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/299478560/;Москва;sale;flat;5;24;3;72.2;33000000;Хорошево-Мневники;Шелепихинская набережная;40к2;Хорошёво;Sydney City
СЕДЬМОЕ НЕБО;real_estate_agent;https://www.cian.ru/sale/flat/298085132/;Москва;sale;flat;4;11;3;98.0;35500000;Останкинский; Годовикова;11к2;Алексеевская;iLove
ЗАПАДНЫЙ САД;real_estate_agent;https://www.cian.ru/sale/flat/299293847/;Москва;sale;flat;3;14;3;70.0;36988700;Раменки;проспект Генерала Дорохова;39к1В;Минская;Собрание клубных домов West Garden
ID 12531174;realtor;https://www.cian.ru/sale/flat/271350770/;Москва;sale;flat;44;44;3;86.3;39499000;Хорошево-Мневники; Шеногина;;Народное Ополчение;Sydney City
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/298066304/;Москва;sale;flat;4;6;3;80.0;40000000;Красносельский; Малая Лубянка;16;Тургеневская;
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/298886324/;Москва;sale;flat;7;8;3;80.0;40000000;Гагаринский;Ленинский проспект;68/10;Университет;
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/299569505/;Москва;sale;flat;3;19;3;67.0;44500000;Беговой;Ленинградский проспект;29к1;Динамо;Царская площадь
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/298788040/;Москва;sale;flat;5;5;3;75.4;45000000;Басманный; Машкова;24;Красные ворота;
Vesco Realty;real_estate_agent;https://www.cian.ru/sale/flat/299855430/;Москва;sale;flat;9;10;3;94.4;47000000;Даниловский;проспект Лихачева;18к4;Технопарк;Квартал на набережной NOW
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/298748491/;Москва;sale;flat;2;3;3;114.5;55544700;Сокольники;2-я Рыбинская ;13;Красносельская;Loft Garden
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/291597053/;Москва;sale;flat;5;6;3;78.1;69430875;Тверской;1-я Тверская-Ямская ;18;Маяковская;
ID 438578;real_estate_agent;https://www.cian.ru/sale/flat/293977589/;Москва;sale;flat;5;57;3;115.0;70499999;Хорошевский;Чапаевский переулок;3;Аэропорт;Триумф-Палас
Gethome;real_estate_agent;https://www.cian.ru/sale/flat/298365054/;Москва;sale;flat;17;21;3;75.0;75000000;Пресненский; Сергея Макеева;9к4;Улица 1905 года;RedSide
Юлия Петрова;realtor;https://www.cian.ru/sale/flat/295616431/;Москва;sale;flat;5;5;3;106.0;84200000;Тверской;Малый Гнездниковский переулок;9С7;Тверская;
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/280420033/;Москва;sale;flat;14;20;3;132.5;110000000;Гагаринский; Косыгина;13к1;Воробьёвы горы;Фамильный дом Воробьево
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/297948643/;Москва;sale;flat;1;13;3;117.0;115000000;Дорогомилово;;3к4;Парк Победы;Виктори Парк Резиденсез ЖК
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/291914791/;Москва;sale;flat;30;66;3;118.7;142440000;Пресненский;Краснопресненская набережная;14Ак2;Выставочная;Capital Towers
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/294650793/;Москва;sale;flat;62;77;3;111.0;149000000;Пресненский;1-й Красногвардейский проезд;22с2;Деловой центр;NEVA TOWERS
Delight  Realty;real_estate_agent;https://www.cian.ru/sale/flat/290282315/;Москва;sale;flat;4;6;3;143.7;167000000;Пресненский;Большой Гнездниковский переулок;3;Пушкинская;Респект
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/275848588/;Москва;sale;flat;33;65;3;190.0;175891550;Пресненский;набережная Пресненская;8с1;Международная;Город Столиц
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/294650824/;Москва;sale;flat;4;6;3;179.0;248562532;Хамовники; Остоженка;11;Кропоткинская;Остоженка 11
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/255814688/;Москва;sale;flat;2;3;3;145.0;305495850;Хамовники;Нащокинский переулок;7;Кропоткинская;Академия
ZIP Realty;real_estate_agent;https://www.cian.ru/sale/flat/299511405/;Москва;sale;flat;4;9;3;60.0;18500000;Теплый Стан; Академика Виноградова;6;Тропарёво;
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/298723190/;Москва;sale;flat;15;17;3;86.0;18725000;Люблино;13.2;13.2;Перерва;Люблинский парк ЖК
ID 101086123;realtor;https://www.cian.ru/sale/flat/299595531/;Москва;sale;flat;3;5;3;54.7;19700000;Хорошево-Мневники; Маршала Тухачевского;28К2;Народное Ополчение;
MERSI;real_estate_agent;https://www.cian.ru/sale/flat/292752282/;Москва;sale;flat;6;10;3;60.5;23700000;Якиманка;Ленинский проспект;3;Октябрьская;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/296403266/;Москва;sale;flat;2;4;3;62.0;24300000;Марьина роща;проезд 12-й Марьиной рощи;8С2;Марьина Роща;Лофт-квартал Studio #12
ID 103315067;homeowner;https://www.cian.ru/sale/flat/299941813/;Москва;sale;flat;2;10;3;54.5;24525000;Лефортово; Золоторожский Вал;8;Серп и Молот;Золоторожский
MERSI;real_estate_agent;https://www.cian.ru/sale/flat/285287486/;Москва;sale;flat;1;8;3;74.4;27500000;Дорогомилово;Кутузовский проспект;33;Кутузовская;
ZAPAD REALTY - офис Маршала Жукова;real_estate_agent;https://www.cian.ru/sale/flat/297255750/;Москва;sale;flat;32;33;3;69.0;28000000;Кунцево; Академика Павлова;56к1;;Академика Павлова
СЕДЬМОЕ НЕБО;real_estate_agent;https://www.cian.ru/sale/flat/299672279/;Москва;sale;flat;12;14;3;77.0;28500000;Марфино;Большая Марфинская ;4к4;Фонвизинская;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/298264674/;Москва;sale;flat;1;15;3;81.0;35000000;Дорогомилово;Бережковская набережная;12;Киевская;
ID 109613667;homeowner;https://www.cian.ru/sale/flat/294715325/;Москва;sale;flat;4;10;3;92.8;37000000;Покровское-Стрешнево;Северо-Западный ао;;Спартак;Клубный Город на Реке Примавера ЖК
ЗАПАДНЫЙ САД;real_estate_agent;https://www.cian.ru/sale/flat/296263458/;Москва;sale;flat;9;14;3;67.1;37999000;Раменки;проспект Генерала Дорохова;39к2Б;Минская;Собрание клубных домов West Garden
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/294618539/;Москва;sale;flat;3;14;3;72.0;38000000;Раменки;проспект Генерала Дорохова;39к1В;Минская;Собрание клубных домов West Garden
Анастасия Иванова;realtor;https://www.cian.ru/sale/flat/298223333/;Москва;sale;flat;20;24;3;70.0;45500000;Фили-Давыдково;Кастанаевская ;66;Кунцевская;Shome
MERSI;real_estate_agent;https://www.cian.ru/sale/flat/296703405/;Москва;sale;flat;3;25;3;103.0;50600000;Очаково-Матвеевское;Нежинская ;8К1;Матвеевская;Нежинский ковчег
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/295517797/;Москва;sale;flat;13;17;3;85.0;59000000;Беговой;Северный ао;к3;Белорусская;Слава ЖК
ID 438578;real_estate_agent;https://www.cian.ru/sale/flat/294629504/;Москва;sale;flat;9;32;3;118.0;59900000;Раменки;Мосфильмовская ;88к2с6;Матвеевская;Мосфильмовский
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/299298462/;Москва;sale;flat;16;19;3;105.5;67500000;Хорошево-Мневники; Паршина;10;Октябрьское поле;Серебряный парк
SevenHillsRealty;real_estate_agent;https://www.cian.ru/sale/flat/298116885/;Москва;sale;flat;3;57;3;115.0;70499999;Хорошевский;Чапаевский переулок;3;Аэропорт;Триумф-Палас
МОСКВА СИТИ;real_estate_agent;https://www.cian.ru/sale/flat/296585563/;Москва;sale;flat;69;95;3;130.0;78000000;Пресненский;1-й Красногвардейский проезд;21с1;Деловой центр;
МОСКВА СИТИ;real_estate_agent;https://www.cian.ru/sale/flat/296702466/;Москва;sale;flat;52;78;3;116.0;81200000;Пресненский;1-й Красногвардейский проезд;22с2;Тестовская;NEVA TOWERS
МОСКВА СИТИ;real_estate_agent;https://www.cian.ru/sale/flat/296587634/;Москва;sale;flat;38;78;3;120.0;84000000;Пресненский;1-й Красногвардейский проезд;22с2;Тестовская;NEVA TOWERS
МОСКВА СИТИ;real_estate_agent;https://www.cian.ru/sale/flat/296585885/;Москва;sale;flat;43;78;3;122.0;85400000;Пресненский;1-й Красногвардейский проезд;22с2;Тестовская;NEVA TOWERS
МОСКВА СИТИ;real_estate_agent;https://www.cian.ru/sale/flat/296587173/;Москва;sale;flat;49;78;3;124.0;86800000;Пресненский;1-й Красногвардейский проезд;22с2;Тестовская;NEVA TOWERS
МОСКВА СИТИ;real_estate_agent;https://www.cian.ru/sale/flat/296586411/;Москва;sale;flat;44;78;3;125.0;87500000;Пресненский;1-й Красногвардейский проезд;22с2;Тестовская;NEVA TOWERS
МОСКВА СИТИ;real_estate_agent;https://www.cian.ru/sale/flat/296588130/;Москва;sale;flat;42;78;3;135.0;94500000;Пресненский;1-й Красногвардейский проезд;22с2;Тестовская;NEVA TOWERS
МОСКВА СИТИ;real_estate_agent;https://www.cian.ru/sale/flat/296702722/;Москва;sale;flat;68;78;3;140.0;98000000;Пресненский;1-й Красногвардейский проезд;22с2;Тестовская;NEVA TOWERS
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/291590051/;Москва;sale;flat;3;11;3;110.4;99000000;Тверской; Фадеева;4А;Новослободская;Итальянский Квартал
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/295514465/;Москва;sale;flat;6;13;3;117.2;107000000;Дорогомилово;;3к3;Парк Победы;Виктори Парк Резиденсез ЖК
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/267420074/;Москва;sale;flat;6;21;3;112.7;132000000;Пресненский; Костикова;4к1;Улица 1905 года;Lucky
Gethome;real_estate_agent;https://www.cian.ru/sale/flat/299854801/;Москва;sale;flat;6;8;3;107.0;150000000;Якиманка;Софийская набережная;34;Новокузнецкая;Софийский
САДОВЫЕ КВАРТАЛЫ;real_estate_agent;https://www.cian.ru/sale/flat/295921598/;Москва;sale;flat;7;11;3;114.99;160000000;Хамовники; Усачева;15А;Спортивная;Садовые кварталы
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/266271380/;Москва;sale;flat;4;6;3;160.0;175000000;Хамовники;1-й Зачатьевский переулок;6С1;Кропоткинская;
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/298224485/;Москва;sale;flat;4;8;3;123.0;200000000;Красносельский;Костянский переулок;13;Сретенский бульвар;Клубный дом TURGENEV
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/234469964/;Москва;sale;flat;3;6;3;210.9;200000000;Таганский;Серебряническая набережная;19;Чкаловская;АртХаус
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/286714948/;Москва;sale;flat;8;11;3;138.6;233287740;Хамовники; Усачева;2С3;Фрунзенская;Фьюжн парк
CENTURY 21;real_estate_agent;https://www.cian.ru/sale/flat/299965468/;Москва;sale;flat;2;9;3;50.0;12000000;Ясенево;Голубинская ;9;Ясенево;
ID 47433674;unknown;https://www.cian.ru/sale/flat/300010687/;Москва;sale;flat;17;17;3;75.0;17900000;Орехово-Борисово Южное;Гурьевский проезд;15К2;Зябликово;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/293741073/;Москва;sale;flat;2;27;3;59.0;24490000;Замоскворечье;Летниковская ;4С5;Павелецкая;Voxhall
Century 21 Level;real_estate_agent;https://www.cian.ru/sale/flat/300060004/;Москва;sale;flat;11;17;3;76.5;29800000;Черемушки;Нахимовский проспект;33/2;Профсоюзная;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/293569046/;Москва;sale;flat;31;40;3;60.0;30500000;Даниловский;бульвар Братьев Весниных;9;ЗИЛ;ЗИЛАРТ
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/296649514/;Москва;sale;flat;4;12;3;76.4;31000000;Лефортово;проезд Шелихова;2;Москва-Товарная;Символ
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/295036840/;Москва;sale;flat;19;28;3;86.0;31500000;Лефортово;проезд Невельского;1к1;Авиамоторная;Символ
RMRealty;real_estate_agent;https://www.cian.ru/sale/flat/296768539/;Москва;sale;flat;3;4;3;79.0;33000000;Замоскворечье;Большая Серпуховская ;44;Серпуховская;
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/298059831/;Москва;sale;flat;4;25;3;72.2;33000000;Хорошево-Мневники;Шелепихинская набережная;40к2;Хорошёвская;Sydney City
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/295109921/;Москва;sale;flat;53;57;3;75.2;37000000;Филевский парк;Багратионовский проезд;5;Фили;Famous
333980;real_estate_agent;https://www.cian.ru/sale/flat/286466605/;Москва;sale;flat;22;32;3;84.0;37500000;Пресненский;Шмитовский проезд;39к2;Шелепиха;Headliner
Вертикаль;real_estate_agent;https://www.cian.ru/sale/flat/300131882/;Москва;sale;flat;4;11;3;79.9;37500000;Преображенское;Краснобогатырская ;90С1;Преображенская площадь;Наследие
HOUSE MALL - Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/296743269/;Москва;sale;flat;24;38;3;98.0;37200000;Ростокино;проспект Мира;188Бк4;Ростокино;Триколор
ЛИДЕР Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/299250618/;Москва;sale;flat;7;34;3;97.4;37900000;Аэропорт;Кочновский проезд;4к2;Аэропорт;Аэробус
Verges of estate;real_estate_agent;https://www.cian.ru/sale/flat/294966171/;Москва;sale;flat;4;30;3;115.6;41990000;Южнопортовый; 1-я Машиностроения;10;Дубровка;Дубровская Слобода
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/295555516/;Москва;sale;flat;20;41;3;77.5;42000000;Раменки;1-й Сетуньский проезд;вл6;Кутузовская;Hide
RMRealty;real_estate_agent;https://www.cian.ru/sale/flat/294599592/;Москва;sale;flat;4;4;3;80.6;43524000;Замоскворечье;Большая Серпуховская ;44;Серпуховская;
Century 21 Level;real_estate_agent;https://www.cian.ru/sale/flat/299134335/;Москва;sale;flat;25;28;3;68.8;44000000;Раменки; Лобачевского;120к1;Аминьевская;Крылья
Delight  Realty;real_estate_agent;https://www.cian.ru/sale/flat/300016466/;Москва;sale;flat;2;4;3;87.1;49500000;Тверской;Воротниковский переулок;7С4;Маяковская;
YHome;real_estate_agent;https://www.cian.ru/sale/flat/292931591/;Москва;sale;flat;5;12;3;85.0;53000000;Сокол; Врубеля;4к1;Панфиловская;Врубеля 4
