author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
VSN Realty;real_estate_agent;https://www.cian.ru/sale/flat/299610316/;Москва;sale;flat;2;9;2;61.4;27889722;Кунцево; Академика Павлова;7;Молодёжная;TWICE
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/298345921/;Москва;sale;flat;30;32;2;70.0;29500000;Хорошево-Мневники;Причальный проезд;10А;Шелепиха;Level Причальный
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/296267485/;Москва;sale;flat;3;20;2;63.7;29990000;Алексеевский;Новоалексеевская ;16к4;Алексеевская;Серебряный фонтан
VSN Realty;real_estate_agent;https://www.cian.ru/sale/flat/296468734/;Москва;sale;flat;6;9;2;58.6;30734587;Кунцево; Маршала Тимошенко;8;Крылатское;TWICE
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/299847415/;Москва;sale;flat;5;6;2;67.4;31000000;Замоскворечье;Большая Серпуховская ;31К3;Серпуховская;
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/298919858/;Москва;sale;flat;9;10;2;75.0;31500000;Басманный; Фридриха Энгельса;31/35;Бауманская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/289970462/;Москва;sale;flat;7;15;2;63.3;31900000;Останкинский;проспект Мира;95;Алексеевская;Hill8
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/297358786/;Москва;sale;flat;6;13;2;63.0;32990000;Хорошево-Мневники;Жилой комплекс остров;к4;Терехово ;Остров
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/298966090/;Москва;sale;flat;7;23;2;50.0;33900000;Можайский;Гжатская ;5к2;Пионерская;LIFE-Кутузовский
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/291808973/;Москва;sale;flat;2;7;2;64.0;33950000;Пресненский;Садовая-Кудринская ;8-10-12;Баррикадная;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/297812267/;Москва;sale;flat;22;22;2;93.5;35900000;Хорошевский;1-я Магистральная ;25;Хорошёвская;Сити-комплекс Мята
ID 24779691;homeowner;https://www.cian.ru/sale/flat/299428588/;Москва;sale;flat;5;16;2;70.1;36500000;Даниловский; Архитектора Щусева;2к3;ЗИЛ;ЗИЛАРТ
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/296776650/;Москва;sale;flat;4;11;2;79.0;37500000;Преображенское;Краснобогатырская ;90С1;Преображенская площадь;Наследие
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/300019726/;Москва;sale;flat;11;13;2;80.0;37500000;Преображенское;Краснобогатырская ;90С22;Преображенская площадь;Наследие
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/299640966/;Москва;sale;flat;10;12;2;78.0;38000000;Тверской;2-я Брестская ;6;Маяковская;Резиденция Тверская
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/297744464/;Москва;sale;flat;29;33;2;78.2;38500000;Хорошево-Мневники;Причальный проезд;10;Шелепиха;Level Причальный
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/299899827/;Москва;sale;flat;30;32;2;37.0;39000000;Хорошево-Мневники;Причальный проезд;10к1;Шелепиха;Level Причальный
ID 10601;realtor;https://www.cian.ru/sale/flat/299888623/;Москва;sale;flat;12;31;2;82.0;39900000;Очаково-Матвеевское;Нежинская ;1к3;Матвеевская;Кутузовская Ривьера
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/298723575/;Москва;sale;flat;4;6;2;68.0;42500000;Пресненский;Шмитовский проезд;39к8;Шелепиха;Headliner
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/299030861/;Москва;sale;flat;4;11;2;55.0;43000000;Дорогомилово;Кутузовский проспект;4/2;Киевская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/298719368/;Москва;sale;flat;39;41;2;56.9;42990000;Хорошевский;Ленинградский проспект;37/6;Аэропорт;Прайм Парк
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/298554348/;Москва;sale;flat;8;14;2;90.2;45000000;Марьина роща;Новосущевская ;15;Марьина Роща;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/295433875/;Москва;sale;flat;16;23;2;84.0;47900000;Можайский;Гжатская ;5к4;Давыдково;LIFE-Кутузовский
Gethome;real_estate_agent;https://www.cian.ru/sale/flat/295436831/;Москва;sale;flat;12;13;2;60.0;60000000;Пресненский;Большая Садовая ;5к1;Маяковская;Квартал апартаментов Сады Пекина
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/280660461/;Москва;sale;flat;2;5;2;79.1;75145000;Красносельский;Уланский переулок;13С1;Тургеневская;Уланский, 13
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/284287625/;Москва;sale;flat;3;5;2;81.9;77805400;Красносельский;Уланский переулок;13С1;Тургеневская;Уланский, 13
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/293262180/;Москва;sale;flat;2;5;2;93.2;88540000;Красносельский;Уланский переулок;13С1;Тургеневская;Уланский, 13
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/298736248/;Москва;sale;flat;2;8;2;77.0;95000000;Якиманка;Софийская набережная;34;Третьяковская;Софийский
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/297953103/;Москва;sale;flat;5;6;2;117.0;115000000;Хамовники;3-й Обыденский переулок;2;Кропоткинская;
САДОВЫЕ КВАРТАЛЫ;real_estate_agent;https://www.cian.ru/sale/flat/295972519/;Москва;sale;flat;11;12;2;113.91;119000000;Хамовники; Усачева;13;Спортивная;Садовые кварталы
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/295413738/;Москва;sale;flat;8;12;2;198.8;145000000;Раменки;Кинематографический кв-л;;Мичуринский проспект;Река-2 ЖК
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/297216980/;Москва;sale;flat;3;17;2;53.0;10500000;; 3-я Нововатутинская;8;Ольховая;Новые Ватутинки, мкр. Центральный
Группа Аквилон;developer;https://www.cian.ru/sale/flat/298797819/;Москва;sale;flat;4;23;2;35.5;10777061;Отрадное;Сигнальный проезд;12;Владыкино;Akvilon Signal
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/299859360/;Москва;sale;flat;14;16;2;34.6;12500000;; Лобановский Лес;13;Прокшино;Прокшино
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/300019728/;Москва;sale;flat;3;7;2;60.0;12500000;; Медовая Долина;1к1;Рассказовка;Баркли Медовая долина
ТСН Владис;real_estate_agent;https://www.cian.ru/sale/flat/299479202/;Москва;sale;flat;5;12;2;52.1;13500000;Коптево;проезд Черепановых;72К1;Лихоборы;
РЕФЕРАЛ-Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/298495966/;Москва;sale;flat;2;14;2;50.4;13500000;Новокосино;Салтыковская ;29К1;Новокосино;
Центральное;real_estate_agent;https://www.cian.ru/sale/flat/299037801/;Москва;sale;flat;9;9;2;50.5;13990000;Выхино-Жулебино; Чугунные Ворота;21К4;;
ID 103922106;homeowner;https://www.cian.ru/sale/flat/296441839/;Москва;sale;flat;10;17;2;42.2;14100000;;бульвар Скандинавский;17;Бульвар Адмирала Ушакова;Скандинавия
Sun Development;developer;https://www.cian.ru/sale/flat/294549477/;Москва;sale;flat;8;10;2;47.1;14341332;Головинский;Михалковская ;52С7;Коптево;Апарт-комплекс Monodom Lake
VSN Realty;real_estate_agent;https://www.cian.ru/sale/flat/292547823/;Москва;sale;flat;11;18;2;37.79;14376000;Щукино;Большой Волоколамский проезд;23;Стрешнево;Комплекс апартаментов B’aires
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/299964985/;Москва;sale;flat;15;18;2;64.0;15000000;; Александры Монаховой;23;Коммунарка;
Ташир;developer;https://www.cian.ru/sale/flat/272566543/;Москва;sale;flat;3;21;2;48.1;15488200;Очаково-Матвеевское;Аминьевское шоссе;6;Давыдково;West Tower (Апартаменты бизнес-класса)
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/300019733/;Москва;sale;flat;5;15;2;54.0;15499000;; Малое Понизовье;4;Саларьево;Саларьево парк
Анна Озерецковская;realtor;https://www.cian.ru/sale/flat/299440346/;Москва;sale;flat;8;9;2;37.3;15700000;Останкинский;Калибровская ;11;Алексеевская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/299690539/;Москва;sale;flat;7;8;2;67.4;16100000;; Липовый Парк;4к2;Коммунарка;Москва А101
ВСН Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/299937792/;Москва;sale;flat;5;17;2;58.7;16300000;Братеево;Братеевская ;16К2;Алма-Атинская;
CENTURY 21 Перспектива;real_estate_agent;https://www.cian.ru/sale/flat/299167474/;Москва;sale;flat;11;17;2;64.0;17000000;Некрасовка; Лавриненко;11к1;Некрасовка;Некрасовка
Качанова и партнеры;real_estate_agent;https://www.cian.ru/sale/flat/299598064/;Москва;sale;flat;7;22;2;58.0;17600000;Чертаново Южное;Варшавское шоссе;160к1;Аннино;Аннинский
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/299899829/;Москва;sale;flat;5;25;2;56.3;17990000;; Никитина;11к10;Боровское шоссе;Город-парк Первый Московский
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/299614260/;Москва;sale;flat;18;19;2;75.0;17950000;;;10;Рассказовка;Юго-Западный
ID 73038306;real_estate_agent;https://www.cian.ru/sale/flat/299469054/;Москва;sale;flat;7;9;2;44.5;19500000;Марьина роща;Октябрьская ;35;Марьина Роща;
ЦеНтр ПИК;real_estate_agent;https://www.cian.ru/sale/flat/288255306/;Москва;sale;flat;9;17;2;56.5;19789000;Академический;Новочеремушкинская ;24К2;Академическая;
Ташир;developer;https://www.cian.ru/sale/flat/291690339/;Москва;sale;flat;18;21;2;48.6;20285640;Очаково-Матвеевское;Аминьевское шоссе;6;Давыдково;West Tower (Апартаменты бизнес-класса)
FN Realty;real_estate_agent;https://www.cian.ru/sale/flat/299554927/;Москва;sale;flat;22;25;2;49.9;20400000;Бабушкинский;Кольская ;8к2;Свиблово;Кольская 8
Ключи;real_estate_agent;https://www.cian.ru/sale/flat/299467476/;Москва;sale;flat;31;33;2;61.9;20500000;Отрадное;Сигнальный проезд;16к1;Владыкино;Сигнальный 16
TASHIR Estate;representative_developer;https://www.cian.ru/sale/flat/292571125/;Москва;sale;flat;10;21;2;49.8;21286313;Очаково-Матвеевское;Аминьевское шоссе;6;Давыдково;West Tower (Апартаменты бизнес-класса)
Level Group;developer;https://www.cian.ru/sale/flat/295166036/;Москва;sale;flat;2;19;2;36.0;21502572;Академический;Профсоюзная ;2/22;Академическая;Level Академическая
VSN Realty;real_estate_agent;https://www.cian.ru/sale/flat/298878746/;Москва;sale;flat;36;44;2;50.53;21700000;Западное Дегунино;Ильменский проезд;14к1;Селигерская;Селигер Сити
Анна Кузнецова;realtor;https://www.cian.ru/sale/flat/299225956/;Москва;sale;flat;5;34;2;60.4;22850000;Обручевский;;1;Воронцовская;Эвер ЖК
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/294650908/;Москва;sale;flat;6;6;2;51.0;24000000;Таганский;Наставнический переулок;6;Курская;
БСА;representative_developer;https://www.cian.ru/sale/flat/291063891/;Москва;sale;flat;6;14;2;63.6;24285416;Замоскворечье;Большой Строченовский переулок;9;;Резиденции Замоскворечье
MR Group;developer;https://www.cian.ru/sale/flat/299067074/;Москва;sale;flat;47;52;2;58.39;24576316;Покровское-Стрешнево;Северо-Западный ао;95/2к1;Трикотажная;Сити Бэй ЖК
ID 12230578;homeowner;https://www.cian.ru/sale/flat/299962045/;Москва;sale;flat;3;35;2;42.7;25512000;Останкинский; Годовикова;11к2;Алексеевская;iLove
Forma;developer;https://www.cian.ru/sale/flat/299518146/;Москва;sale;flat;5;20;2;62.92;25713595;Даниловский;Автозаводская ;26;Тульская;FORST
БСА;representative_developer;https://www.cian.ru/sale/flat/293376164/;Москва;sale;flat;28;51;2;45.89;25820180;Пресненский;Шелепихинское шоссе;;;Headliner
BRIGHT ESTATE - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/298883875/;Москва;sale;flat;4;14;2;43.0;25750000;Раменки;проспект Генерала Дорохова;39к1В;;Собрание клубных домов West Garden
Капиталъ-Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/295409684/;Москва;sale;flat;13;15;2;73.0;25900000;Даниловский;проспект Лихачева;14;Технопарк;Nagatino i-Land
Elite Real Estate Moscow;real_estate_agent;https://www.cian.ru/sale/flat/275618186/;Москва;sale;flat;14;41;2;48.0;26500000;Раменки;1-й Сетуньский проезд;вл6;Кутузовская;Hide
РКС Девелопмент;developer;https://www.cian.ru/sale/flat/294819961/;Москва;sale;flat;9;16;2;60.52;26949630;Даниловский;Автозаводская ;24К1;Тульская;Дом на набережной INSIDER
St Michael;developer;https://www.cian.ru/sale/flat/298000903/;Москва;sale;flat;19;21;2;56.29;27204100;Хорошевский; Зорге;9;Зорге;Зорге 9
ID 112819123;developer;https://www.cian.ru/sale/flat/299839178/;Москва;sale;flat;-1;-1;-1;202.0;27291974;Щукино;проезд 4-й Красногорский;3;Стрешнево;Moments
Центр-Инвест;developer;https://www.cian.ru/sale/flat/298576238/;Москва;sale;flat;15;22;2;38.3;27441758;Красносельский;Большая Спасская ;35;Площадь трёх вокзалов;Dialog
Юлия Корякина;realtor;https://www.cian.ru/sale/flat/294791601/;Москва;sale;flat;7;45;2;57.6;28500000;Хорошево-Мневники; Шеногина;;Хорошёво;Sydney City
Эталон;developer;https://www.cian.ru/sale/flat/299226300/;Москва;sale;flat;6;11;2;67.2;28729236;Даниловский;2-я оч.;к2.2;ЗИЛ;Shagal
ID 11242446;unknown;https://www.cian.ru/sale/flat/300095598/;Москва;sale;flat;14;49;2;55.0;28890000;Хорошево-Мневники; Генерала Глаголева;14Ак1;Народное Ополчение;CRYSTAL Трилогия
КОРТРОС;developer;https://www.cian.ru/sale/flat/268855809/;Москва;sale;flat;45;51;2;46.78;29003600;Пресненский;Шелепихинское шоссе;;Шелепиха;Headliner
BRIGHT ESTATE - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/299942097/;Москва;sale;flat;2;17;2;60.1;29000000;Хорошево-Мневники;проспект Маршала Жукова;37К2;Полежаевская;Wellton park
Forma;developer;https://www.cian.ru/sale/flat/297989431/;Москва;sale;flat;12;20;2;61.58;29742277;Даниловский;Автозаводская ;26;Тульская;FORST
РКС Девелопмент;developer;https://www.cian.ru/sale/flat/294820034/;Москва;sale;flat;11;16;2;61.72;30057090;Даниловский;Автозаводская ;24К1;Тульская;Дом на набережной INSIDER
ЛСР;developer;https://www.cian.ru/sale/flat/293736449/;Москва;sale;flat;28;40;2;61.2;30177720;Даниловский;бульвар Братьев Весниных;1;ЗИЛ;ЗИЛАРТ
Forma;developer;https://www.cian.ru/sale/flat/297989456/;Москва;sale;flat;19;20;2;66.04;30402086;Даниловский;Автозаводская ;26;Тульская;FORST
Level Group;developer;https://www.cian.ru/sale/flat/297178117/;Москва;sale;flat;18;19;2;45.3;30644109;Академический;Профсоюзная ;2/22;Академическая;Level Академическая
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/298211762/;Москва;sale;flat;12;31;2;61.3;30900000;Кунцево;Ярцевская ;27к1;Молодёжная;O2XYGEN
BRIGHT ESTATE - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/293909175/;Москва;sale;flat;11;43;2;67.1;31000000;Хорошево-Мневники;Шелепихинская набережная;34к6;Шелепиха;Сердце Столицы
Ташир;developer;https://www.cian.ru/sale/flat/298148303/;Москва;sale;flat;7;17;2;50.4;31232880;Раменки;Мичуринский проспект;вл30Б;Раменки;Legacy
Ташир;developer;https://www.cian.ru/sale/flat/274701241/;Москва;sale;flat;2;17;2;53.1;31169700;Раменки;Мичуринский проспект;вл30Б;Раменки;Legacy
РКС Девелопмент;developer;https://www.cian.ru/sale/flat/300126584/;Москва;sale;flat;10;16;2;67.62;31569200;Даниловский;Автозаводская ;24К1;Тульская;Дом на набережной INSIDER
БСА;representative_developer;https://www.cian.ru/sale/flat/291063850/;Москва;sale;flat;4;14;2;85.6;31973099;Замоскворечье;Большой Строченовский переулок;9;;Резиденции Замоскворечье
БСА;representative_developer;https://www.cian.ru/sale/flat/293376027/;Москва;sale;flat;19;41;2;70.71;32273760;Пресненский;Шелепихинское шоссе;;;Headliner
Эталон;developer;https://www.cian.ru/sale/flat/299226298/;Москва;sale;flat;4;11;2;75.0;32237324;Даниловский;2-я оч.;к2.2;ЗИЛ;Shagal
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/286767663/;Москва;sale;flat;1;13;2;50.0;32000000;Тверской;Глинищевский переулок;5/7;Пушкинская;
BRIGHT ESTATE - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/299460217/;Москва;sale;flat;12;14;2;49.2;32900000;Раменки;проспект Генерала Дорохова;39к1;Минская;Собрание клубных домов West Garden
MR Group;developer;https://www.cian.ru/sale/flat/300122094/;Москва;sale;flat;43;54;2;63.54;33505976;Хорошево-Мневники; Мневники;;Полежаевская;JOIS
БСА;representative_developer;https://www.cian.ru/sale/flat/293376160/;Москва;sale;flat;24;51;2;81.54;33950640;Пресненский;Шелепихинское шоссе;;;Headliner
БСА;representative_developer;https://www.cian.ru/sale/flat/291063883/;Москва;sale;flat;6;14;2;89.9;34113110;Замоскворечье;Большой Строченовский переулок;9;;Резиденции Замоскворечье
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/298373287/;Москва;sale;flat;18;42;2;94.0;34000000;Хорошевский;Хорошевское шоссе;12к1;Беговая;Дом на Беговой
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/298368075/;Москва;sale;flat;2;21;2;69.2;34600000;Хорошево-Мневники; Нижние Мневники;;Терехово ;Остров
ЛСР;developer;https://www.cian.ru/sale/flat/293204413/;Москва;sale;flat;15;22;2;63.8;35547382;Даниловский;бульвар Братьев Весниных;1;ЗИЛ;ЗИЛАРТ
КОРТРОС;developer;https://www.cian.ru/sale/flat/295045537/;Москва;sale;flat;47;51;2;67.31;35943540;Пресненский;Шелепихинское шоссе;;Шелепиха;Headliner
Forma;developer;https://www.cian.ru/sale/flat/298879791/;Москва;sale;flat;2;8;2;72.3;35766810;Аэропорт;Часовая ;28к8;Сокол;SOUL
BRIGHT ESTATE - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/299165562/;Москва;sale;flat;3;14;2;68.7;38000000;Раменки;проспект Генерала Дорохова;39к1В;;Собрание клубных домов West Garden
PANDA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/294707545/;Москва;sale;flat;10;28;2;64.0;38000000;Филевский парк; Василисы Кожиной;13;Кутузовская;Квартал апартаментов Match Point
MR Group;developer;https://www.cian.ru/sale/flat/273739916/;Москва;sale;flat;9;41;2;67.51;38518241;Раменки;1-й Сетуньский проезд;вл10;Лужники;Hide
Главстрой;developer;https://www.cian.ru/sale/flat/296921081/;Москва;sale;flat;12;16;2;77.1;38912909;Филевский парк;Береговой проезд;2;Народное Ополчение;Береговой-2
КОРТРОС;developer;https://www.cian.ru/sale/flat/272495481/;Москва;sale;flat;38;51;2;82.01;39856860;Пресненский;Шелепихинское шоссе;;Шелепиха;Headliner
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/297158902/;Москва;sale;flat;15;15;2;64.0;40000000;Беговой;Ленинградский проспект;35С2;Петровский Парк;Квартал апартаментов Искра-Парк
СИТИ21;developer;https://www.cian.ru/sale/flat/292035515/;Москва;sale;flat;15;15;2;74.6;41137828;Останкинский;проспект Мира;95;Алексеевская;Hill8
TASHIR Estate;representative_developer;https://www.cian.ru/sale/flat/296009966/;Москва;sale;flat;32;32;2;64.5;41215500;Черемушки;Херсонская ;43к5;Калужская;ONYX Deluxe
Sminex;developer;https://www.cian.ru/sale/flat/296277962/;Москва;sale;flat;13;14;2;67.0;41280000;Раменки;проспект Генерала Дорохова;39к2;Ломоносовский проспект;Собрание клубных домов West Garden
ЭЛИТА-ЭКО;developer;https://www.cian.ru/sale/flat/292406291/;Москва;sale;flat;2;14;2;50.8;41960800;Дорогомилово;1-й Можайский тупик;8АС1;Киевская;D'ORO MILLE
Главстрой;developer;https://www.cian.ru/sale/flat/296921111/;Москва;sale;flat;13;18;2;83.0;41973681;Филевский парк;Береговой проезд;2;Народное Ополчение;Береговой-2
ЭЛИТА-ЭКО;developer;https://www.cian.ru/sale/flat/292406294/;Москва;sale;flat;2;14;2;53.24;43284120;Дорогомилово;1-й Можайский тупик;8АС1;Киевская;D'ORO MILLE
Sminex;developer;https://www.cian.ru/sale/flat/298893328/;Москва;sale;flat;8;14;2;75.1;43560000;Раменки;проспект Генерала Дорохова;39к2;Минская;Собрание клубных домов West Garden
IKON Development;developer;https://www.cian.ru/sale/flat/299163344/;Москва;sale;flat;6;21;2;73.3;45332385;Басманный; Земляной Вал;37;Чкаловская;Дом Chkalov
PANDA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/299354171/;Москва;sale;flat;12;13;2;70.0;45000000;Филевский парк; Василисы Кожиной;13;Филёвский парк;Квартал апартаментов Match Point
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/296403571/;Москва;sale;flat;4;8;2;65.0;45900000;Тверской;Благовещенский переулок;5;Маяковская;
TASHIR Estate;representative_developer;https://www.cian.ru/sale/flat/296009970/;Москва;sale;flat;23;32;2;74.2;46855074;Черемушки;Херсонская ;43к5;Калужская;ONYX Deluxe
IKON Development;developer;https://www.cian.ru/sale/flat/299163318/;Москва;sale;flat;9;21;2;74.1;47326929;Басманный; Земляной Вал;37;Чкаловская;Дом Chkalov
IKON Development;developer;https://www.cian.ru/sale/flat/299163332/;Москва;sale;flat;16;21;2;72.2;48981000;Басманный; Земляной Вал;37;Чкаловская;Дом Chkalov
FORMA;developer;https://www.cian.ru/sale/flat/298003505/;Москва;sale;flat;14;26;2;66.57;50567969;Пресненский;к2.2;к2.2;Белорусская;Репаблик ЖК
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/298908021/;Москва;sale;flat;4;5;2;105.3;51000000;Замоскворечье; Большая Ордынка;17С1;Третьяковская;
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/293949943/;Москва;sale;flat;6;22;2;85.0;52000000;Пресненский;Шмитовский проезд;16С2;Улица 1905 года;Шмитовский 16
FORMA;developer;https://www.cian.ru/sale/flat/298003634/;Москва;sale;flat;23;33;2;75.56;53535393;Пресненский;к2.3;к2.3;Белорусская;Репаблик ЖК
Sminex;developer;https://www.cian.ru/sale/flat/299622445/;Москва;sale;flat;5;7;2;67.4;56590000;Пресненский;2-я Черногрязская ;;Улица 1905 года;Квартал LIFE TIME
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/292013288/;Москва;sale;flat;9;9;2;131.6;57000000;Басманный;Нижняя Красносельская ;35С49;Бауманская;Лофтек
Sminex;developer;https://www.cian.ru/sale/flat/299622472/;Москва;sale;flat;4;7;2;70.5;58160000;Пресненский;2-я Черногрязская ;;Улица 1905 года;Квартал LIFE TIME
Bespoke Estate;real_estate_agent;https://www.cian.ru/sale/flat/299342288/;Москва;sale;flat;13;18;2;87.2;58500000;Академический; Дмитрия Ульянова;6к1;Академическая;Академическая жемчужина
Донстрой;developer;https://www.cian.ru/sale/flat/296862857/;Москва;sale;flat;2;16;2;85.4;59694600;Раменки; Сергея Бондарчука;2;Мичуринский проспект;Река
Донстрой;developer;https://www.cian.ru/sale/flat/296482735/;Москва;sale;flat;10;12;2;90.9;68175000;Раменки; Сергея Бондарчука;2;Мичуринский проспект;Река
Capital Group;developer;https://www.cian.ru/sale/flat/288136857/;Москва;sale;flat;59;85;2;80.6;69242763;Пресненский;1-й Красногвардейский проезд;21с2;Выставочная;МФК ОКО
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/286514413/;Москва;sale;flat;5;6;2;78.1;69430875;Тверской;1-я Тверская-Ямская ;18;Маяковская;
Capital Group;developer;https://www.cian.ru/sale/flat/288136854/;Москва;sale;flat;54;85;2;83.3;69780899;Пресненский;1-й Красногвардейский проезд;21с2;Выставочная;МФК ОКО
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/288302820/;Москва;sale;flat;5;5;2;119.1;70000000;Мещанский;Варсонофьевский переулок;4С1;Кузнецкий мост;
Neva Towers;developer;https://www.cian.ru/sale/flat/300085962/;Москва;sale;flat;34;66;2;83.6;70725600;Пресненский;1-й Красногвардейский проезд;22с1;Выставочная;NEVA TOWERS
Gethome;real_estate_agent;https://www.cian.ru/sale/flat/288917957/;Москва;sale;flat;6;17;2;84.0;72500000;Пресненский;Звенигородское шоссе;11;Улица 1905 года;Дизайнерский дом Eleven
Capital Group;developer;https://www.cian.ru/sale/flat/291360136/;Москва;sale;flat;41;85;2;92.6;72796791;Пресненский;1-й Красногвардейский проезд;21с2;Выставочная;МФК ОКО
Capital Group;developer;https://www.cian.ru/sale/flat/297300467/;Москва;sale;flat;43;67;2;75.1;75100000;Пресненский;Краснопресненская набережная;14Ак3;Выставочная;Capital Towers
Neva Towers;developer;https://www.cian.ru/sale/flat/296913134/;Москва;sale;flat;52;66;2;85.2;76680000;Пресненский;1-й Красногвардейский проезд;22с1;Выставочная;NEVA TOWERS
Донстрой;developer;https://www.cian.ru/sale/flat/299121997/;Москва;sale;flat;2;12;2;86.5;77967850;Раменки; Сергея Бондарчука;4;Мичуринский проспект;Река
BRIGHT ESTATE - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/299057508/;Москва;sale;flat;5;13;2;60.0;82000000;Хамовники; Усачева;11Б;Спортивная;Садовые кварталы
БАЛЧУГ РЕЗИДЕНС;representative_developer;https://www.cian.ru/sale/flat/263389572/;Москва;sale;flat;6;7;2;104.3;85004500;Замоскворечье;;;Новокузнецкая;Балчуг Резиденс ЖК
Киноцентр;developer;https://www.cian.ru/sale/flat/300126269/;Москва;sale;flat;9;20;2;98.53;89681710;Пресненский;Дружинниковская ;15;Краснопресненская;SkyView
VESPER;developer;https://www.cian.ru/sale/flat/289518813/;Москва;sale;flat;7;9;2;57.4;100450000;Тверской;1-я Тверская-Ямская ;2;Маяковская;Vesper Tverskaya
VESPER;developer;https://www.cian.ru/sale/flat/262519761/;Москва;sale;flat;-1;-1;-1;2.0;104634329;Пресненский; Костикова;4к1;Улица 1905 года;Lucky
Галс-Девелопмент;developer;https://www.cian.ru/sale/flat/297596634/;Москва;sale;flat;4;6;2;102.7;107526900;Арбат;Поварская ;8/1к1;Арбатская;De Luxe квартал апартаментов 
VESPER;developer;https://www.cian.ru/sale/flat/295152831/;Москва;sale;flat;2;15;2;99.0;111078000;Пресненский; Костикова;4к4;Улица 1905 года;Lucky
Галс-Девелопмент;developer;https://www.cian.ru/sale/flat/297596623/;Москва;sale;flat;3;6;2;114.4;112455200;Арбат;Поварская ;8/1к1;Арбатская;De Luxe квартал апартаментов 
VESPER;developer;https://www.cian.ru/sale/flat/262519738/;Москва;sale;flat;-1;-1;-1;2.0;113232240;Пресненский; Костикова;4к1;Улица 1905 года;Lucky
Стрелецкая Слобода;developer;https://www.cian.ru/sale/flat/294641836/;Москва;sale;flat;2;8;2;124.8;138902400;Таганский;Тессинский переулок;1;Китай-город;Тессинский, 1
Стрелецкая Слобода;developer;https://www.cian.ru/sale/flat/294641860/;Москва;sale;flat;3;8;2;124.3;147171200;Таганский;Тессинский переулок;1;Китай-город;Тессинский, 1
