author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Группа Аквилон;developer;https://www.cian.ru/sale/flat/298842837/;Москва;sale;flat;2;23;1;39.5;9197674;Отрадное;Сигнальный проезд;12;Владыкино;Akvilon Signal
Абсолют Недвижимость;developer;https://www.cian.ru/sale/flat/298656956/;Москва;sale;flat;11;20;1;41.4;9179738;;;7-я фаза;Филатов Луг;Первый Московский ЖК
;;https://www.cian.ru/sale/flat/299704800/;Москва;sale;flat;6;25;1;41.7;9103110;Крюково;Зеленоград;6.2;Зеленоград — Крюково;Зеленый Парк ЖК
Абсолют Недвижимость;developer;https://www.cian.ru/sale/flat/299526029/;Москва;sale;flat;7;17;1;34.0;9172468;;;;Мичуринец;Переделкино Ближнее Город-парк
Группа Аквилон;developer;https://www.cian.ru/sale/flat/298842799/;Москва;sale;flat;2;23;1;39.3;9162893;Отрадное;Сигнальный проезд;12;Владыкино;Akvilon Signal
Level Group;developer;https://www.cian.ru/sale/flat/297849113/;Москва;sale;flat;18;23;1;30.7;9194997;Печатники;;;Кожуховская;Левел Южнопортовая ЖК
Level Group;developer;https://www.cian.ru/sale/flat/296357330/;Москва;sale;flat;8;23;1;32.7;9125257;Печатники;;;Кожуховская;Левел Южнопортовая ЖК
;;https://www.cian.ru/sale/flat/299513531/;Москва;sale;flat;6;17;1;43.4;9182131;Южное Бутово;;2.2;Бутово;Никольские Луга ЖК
ТАНДЕМ;real_estate_agent;https://www.cian.ru/sale/flat/294252401/;Москва;sale;flat;6;9;1;32.7;9100000;Лосиноостровский;Анадырский проезд;49;;
;;https://www.cian.ru/sale/flat/294904303/;Москва;sale;flat;15;18;1;30.3;9180900;Останкинский;Березовая аллея;19к2;Ботанический сад;Апарт-комплекс Легендарный квартал
А101;developer;https://www.cian.ru/sale/flat/291012795/;Москва;sale;flat;4;9;1;36.7;9225920;;;6.1;Бунинская аллея;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/277921234/;Москва;sale;flat;2;16;1;36.4;9243865;;;к1.3;Бунинская аллея;Бунинские Кварталы ЖК
Егор Россихин;realtor;https://www.cian.ru/sale/flat/300072032/;Москва;sale;flat;11;12;1;35.0;9200000;Рязанский; Маевок;1к1;Плющево;
МИЦ-Столичный ипотечный центр недвижимости;real_estate_agent;https://www.cian.ru/sale/flat/298392717/;Москва;sale;flat;11;12;1;34.8;9200000;;проспект Куприна;36к1;Бунинская аллея;Эко Бунино
ПИК;developer;https://www.cian.ru/sale/flat/299522669/;Москва;sale;flat;2;32;1;36.0;9203652;Митино;Северо-Западный ао;2.2;Пятницкое шоссе;Митинский Лес ЖК
ID 3105;realtor;https://www.cian.ru/sale/flat/299429801/;Москва;sale;flat;1;12;1;32.6;9200000;Ярославский;Холмогорская ;8;Медведково;
Level Group;developer;https://www.cian.ru/sale/flat/296357290/;Москва;sale;flat;6;23;1;31.9;9235690;Печатники;;;Кожуховская;Левел Южнопортовая ЖК
;;https://www.cian.ru/sale/flat/299513197/;Москва;sale;flat;2;17;1;40.7;9232834;Южное Бутово;Варшавское шоссе;282к2;Щербинка;Никольские луга
Владис;real_estate_agent;https://www.cian.ru/sale/flat/294261359/;Москва;sale;flat;7;17;1;43.0;9200000;; Спортивная;23;Щербинка;
;;https://www.cian.ru/sale/flat/299509794/;Москва;sale;flat;21;24;1;43.0;9214126;Тимирязевский;к3.6;к3.6;Верхние Лихоборы;Большая Академическая 85 ЖК
А101;developer;https://www.cian.ru/sale/flat/286729541/;Москва;sale;flat;11;17;1;37.8;9322432;;;к3.4;Бунинская аллея;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/296667130/;Москва;sale;flat;6;19;1;39.9;9313762;;;;Улица Горчакова;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/296071328/;Москва;sale;flat;4;19;1;39.9;9331267;;;7.1;Бунинская аллея;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/295900957/;Москва;sale;flat;3;8;1;36.5;9335547;;;к2.3;Бунинская аллея;Бунинские Кварталы ЖК
ПИК;developer;https://www.cian.ru/sale/flat/299523517/;Москва;sale;flat;4;24;1;32.6;9285523;Западное Дегунино;Северный ао;;Речной вокзал;Бусиновский Парк ЖК
А101;developer;https://www.cian.ru/sale/flat/296804775/;Москва;sale;flat;7;13;1;36.2;9250302;;;6.1.1;Бунинская аллея;Дзен-кварталы ЖК
ПИК;developer;https://www.cian.ru/sale/flat/299523038/;Москва;sale;flat;21;32;1;35.9;9281586;Митино;Северо-Западный ао;2.1;Пятницкое шоссе;Митинский Лес ЖК
;;https://www.cian.ru/sale/flat/298480780/;Москва;sale;flat;5;25;1;38.04;9306486;Люблино;Юго-Восточный ао;к27;Перерва;Светлый Мир Станция Л ЖК
;;https://www.cian.ru/sale/flat/299513492/;Москва;sale;flat;2;17;1;42.1;9326296;Южное Бутово;;2.1;Щербинка;Никольские Луга ЖК
;;https://www.cian.ru/sale/flat/299513530/;Москва;sale;flat;2;17;1;41.8;9305168;Южное Бутово;;2.2;Бутово;Никольские Луга ЖК
ID 157322;realtor;https://www.cian.ru/sale/flat/292418888/;Москва;sale;flat;2;13;1;47.1;9300000;; Липовый Парк;8к1;Коммунарка;Москва А101
;;https://www.cian.ru/sale/flat/299212791/;Москва;sale;flat;3;17;1;32.8;9348000;Останкинский;Березовая аллея;19к6;Ботанический сад;Апарт-комплекс Легендарный квартал
;;https://www.cian.ru/sale/flat/299212876/;Москва;sale;flat;15;18;1;30.8;9332400;Останкинский;Березовая аллея;19к3;Ботанический сад;Апарт-комплекс Легендарный квартал
Доходная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/299327545/;Москва;sale;flat;8;22;1;17.0;9250000;Тропарево-Никулино;Ленинский проспект;158;Тропарёво;
;;https://www.cian.ru/sale/flat/298480975/;Москва;sale;flat;3;25;1;38.41;9397007;Люблино;Юго-Восточный ао;к8;Братиславская;Светлый Мир Станция Л ЖК
А101;developer;https://www.cian.ru/sale/flat/291012735/;Москва;sale;flat;4;9;1;35.4;9445200;;;6.1;Бунинская аллея;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/295212448/;Москва;sale;flat;2;19;1;50.7;9378193;;;5.1;Улица Горчакова;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/279343329/;Москва;sale;flat;5;8;1;36.3;9397373;;;к2.3;Бунинская аллея;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/279295166/;Москва;sale;flat;8;16;1;34.6;9447727;;;к1.3;Бунинская аллея;Бунинские Кварталы ЖК
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/297954576/;Москва;sale;flat;6;15;1;40.9;9399000;; Потаповская Роща;26к3;Бульвар Адмирала Ушакова;Белые ночи
А101;developer;https://www.cian.ru/sale/flat/299534514/;Москва;sale;flat;10;13;1;38.4;9442707;;;;Улица Скобелевская;Скандинавия
ПИК;developer;https://www.cian.ru/sale/flat/298186999/;Москва;sale;flat;4;20;1;32.05;9427315;Западное Дегунино;Северный ао;;Речной вокзал;Бусиновский Парк ЖК
;;https://www.cian.ru/sale/flat/299704911/;Москва;sale;flat;18;25;1;42.4;9446720;Крюково;Зеленоград;6.4;Зеленоград — Крюково;Зеленый Парк ЖК
Абсолют Недвижимость;developer;https://www.cian.ru/sale/flat/298891653/;Москва;sale;flat;1;17;1;37.9;9433538;;;;Мичуринец;Переделкино Ближнее Город-парк
;;https://www.cian.ru/sale/flat/299513230/;Москва;sale;flat;4;17;1;40.7;9405373;Южное Бутово;Варшавское шоссе;282к1;Щербинка;Никольские луга
ID 288983;realtor;https://www.cian.ru/sale/flat/299894264/;Москва;sale;flat;6;19;1;40.5;9370000;Некрасовка; Вертолетчиков;9к1;Некрасовка;Некрасовка
ID 525319;homeowner;https://www.cian.ru/sale/flat/299782299/;Москва;sale;flat;7;9;1;29.9;9400000;Ивановское; Молостовых;17К2;Новогиреево;
CENTURY 21;real_estate_agent;https://www.cian.ru/sale/flat/298676822/;Москва;sale;flat;5;12;1;40.9;9500000;Марьино; Марьинский Парк;5К2;Братиславская;
А101;developer;https://www.cian.ru/sale/flat/296819730/;Москва;sale;flat;6;11;1;35.6;9472068;;;;Коммунарка;Дзен-кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/296819826/;Москва;sale;flat;9;23;1;34.9;9532910;;;;Бунинская аллея;Дзен-кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/296804481/;Москва;sale;flat;2;11;1;37.0;9517333;;;;Коммунарка;Дзен-кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/296805021/;Москва;sale;flat;5;18;1;34.6;9499724;;;6.1.1;Коммунарка;Дзен-кварталы ЖК
Владис;real_estate_agent;https://www.cian.ru/sale/flat/299098725/;Москва;sale;flat;18;23;1;32.6;9500000;; Фитаревская;21;Коммунарка;Garden Park Эдальго
Группа Аквилон;developer;https://www.cian.ru/sale/flat/298842919/;Москва;sale;flat;5;23;1;34.7;9473707;Отрадное;Сигнальный проезд;12;Владыкино;Akvilon Signal
ID 32082;realtor;https://www.cian.ru/sale/flat/300105286/;Москва;sale;flat;10;14;1;42.0;9500000;Бирюлево Западное;Харьковская ;4К1;Пражская;
;;https://www.cian.ru/sale/flat/297841594/;Москва;sale;flat;5;25;1;39.01;9543797;Люблино;Юго-Восточный ао;к8;Братиславская;Светлый Мир Станция Л ЖК
;;https://www.cian.ru/sale/flat/288409347/;Москва;sale;flat;6;25;1;38.76;9482634;Люблино;Юго-Восточный ао;к26;Перерва;Светлый Мир Станция Л ЖК
ЗелАН;real_estate_agent;https://www.cian.ru/sale/flat/297245406/;Москва;sale;flat;2;12;1;35.1;9500000;Дмитровский;Ангарская ;67К1;Лианозово;
;;https://www.cian.ru/sale/flat/299704838/;Москва;sale;flat;4;25;1;38.9;9483820;Крюково;Зеленоград;6.4;Зеленоград — Крюково;Зеленый Парк ЖК
;;https://www.cian.ru/sale/flat/299704721/;Москва;sale;flat;2;25;1;44.2;9503000;Крюково;Зеленоград;6.2;Зеленоград — Крюково;Зеленый Парк ЖК
Абсолют Недвижимость;developer;https://www.cian.ru/sale/flat/298891703/;Москва;sale;flat;6;17;1;36.6;9536274;;;;Мичуринец;Переделкино Ближнее Город-парк
Азбука Жилья Аренда;real_estate_agent;https://www.cian.ru/sale/flat/299963184/;Москва;sale;flat;15;17;1;38.5;9500000;Северный;Челобитьевское шоссе;12к4;Марк;
Доступная Недвижимость. 8 отдел;real_estate_agent;https://www.cian.ru/sale/flat/299740000/;Москва;sale;flat;6;9;1;42.0;9500000;Ярославский;Хибинский проезд;14;ВДНХ;
;;https://www.cian.ru/sale/flat/299212872/;Москва;sale;flat;9;18;1;31.8;9540000;Останкинский;Березовая аллея;19к3;Ботанический сад;Апарт-комплекс Легендарный квартал
ID 89266541;homeowner;https://www.cian.ru/sale/flat/299435746/;Москва;sale;flat;4;9;1;36.2;9500000;; Космонавтов;7;Щербинка;
;;https://www.cian.ru/sale/flat/294449948/;Москва;sale;flat;24;25;1;36.3;9611830;Некрасовка; Липчанского;10;Некрасовка;Некрасовка
А101;developer;https://www.cian.ru/sale/flat/297483131/;Москва;sale;flat;2;9;1;37.8;9618030;;;6.1;Бунинская аллея;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/296917387/;Москва;sale;flat;2;22;1;43.5;9579674;;;5.1;Бунинская аллея;Бунинские Кварталы ЖК
ПИК;developer;https://www.cian.ru/sale/flat/299987787/;Москва;sale;flat;20;32;1;35.2;9647616;Западное Дегунино;Северный ао;;Речной вокзал;Бусиновский Парк ЖК
ПИК;developer;https://www.cian.ru/sale/flat/298382083/;Москва;sale;flat;7;24;1;33.8;9640300;Западное Дегунино;Северный ао;;Речной вокзал;Бусиновский Парк ЖК
ФСК;developer;https://www.cian.ru/sale/flat/290027325/;Москва;sale;flat;1;15;1;40.77;9598811;;;к2;Солнцево;Движение. Говорово ЖК
Группа Аквилон;developer;https://www.cian.ru/sale/flat/298842821/;Москва;sale;flat;2;23;1;37.6;9561492;Отрадное;Сигнальный проезд;12;Владыкино;Akvilon Signal
Владис;real_estate_agent;https://www.cian.ru/sale/flat/298066548/;Москва;sale;flat;6;16;1;38.1;9600000;Восточное Дегунино;Дубнинская ;36К3;Бескудниково;
Абсолют Недвижимость;developer;https://www.cian.ru/sale/flat/298656921/;Москва;sale;flat;3;20;1;44.5;9629440;;;7-я фаза;Филатов Луг;Первый Московский ЖК
ПИК;developer;https://www.cian.ru/sale/flat/298079232/;Москва;sale;flat;14;50;1;34.7;9640701;Северное Медведково;;1.5;Медведково;Полар ЖК
;;https://www.cian.ru/sale/flat/299512618/;Москва;sale;flat;13;20;1;34.12;9649681;Чертаново Южное;;5;Красный Строитель;Ютаново ЖК
;;https://www.cian.ru/sale/flat/299511099/;Москва;sale;flat;16;17;1;43.6;9622345;;;1.2;Щербинка;Юнино ЖК
Абсолют Недвижимость;developer;https://www.cian.ru/sale/flat/298891459/;Москва;sale;flat;3;19;1;34.6;9642768;;;;Филатов Луг;Город-парк Первый Московский
ID 154869;realtor;https://www.cian.ru/sale/flat/299689328/;Москва;sale;flat;1;5;1;30.0;9600000;Преображенское; Атарбекова;4А;Преображенская площадь;
Светлана Богославец;realtor;https://www.cian.ru/sale/flat/297509762/;Москва;sale;flat;6;16;1;38.0;9600000;Восточное Дегунино;Дубнинская ;36К3;Бескудниково;
Acropol;real_estate_agent;https://www.cian.ru/sale/flat/297034119/;Москва;sale;flat;14;18;1;36.0;9550000;; Александры Монаховой;88к1;Бунинская аллея;Бунинские луга
Самолет Плюс Москва ЦАО;real_estate_agent;https://www.cian.ru/sale/flat/297118562/;Москва;sale;flat;1;9;1;39.6;9600000;Печатники;Шоссейная ;20;;
МК-Гарант;real_estate_agent;https://www.cian.ru/sale/flat/299731355/;Москва;sale;flat;4;4;1;39.2;9600000;Южное Бутово; Академика Семенова;21К1;Бунинская аллея;
МГСН;real_estate_agent;https://www.cian.ru/sale/flat/298583239/;Москва;sale;flat;13;16;1;42.0;9640000;Чертаново Южное;Варшавское шоссе;131К2;Пражская;
;;https://www.cian.ru/sale/flat/294443494/;Москва;sale;flat;17;25;1;39.9;9704740;Некрасовка; Липчанского;10;Некрасовка;Некрасовка
;;https://www.cian.ru/sale/flat/299942463/;Москва;sale;flat;22;33;1;34.26;9722165;Чертаново Южное;;4;Красный Строитель;Ютаново ЖК
;;https://www.cian.ru/sale/flat/295010628/;Москва;sale;flat;1;12;1;40.8;9741000;Можайский;;;Сетунь;Стеллар Сити ЖК
Абсолют Недвижимость;developer;https://www.cian.ru/sale/flat/298891251/;Москва;sale;flat;17;20;1;37.8;9725600;;;к2;Новопеределкино;Город-парк Первый Московский
Группа Аквилон;developer;https://www.cian.ru/sale/flat/298842791/;Москва;sale;flat;2;23;1;41.3;9713704;Отрадное;Сигнальный проезд;12;Владыкино;Akvilon Signal
ПИК;developer;https://www.cian.ru/sale/flat/298381935/;Москва;sale;flat;31;32;1;31.1;9679315;Западное Дегунино;Северный ао;;Речной вокзал;Бусиновский Парк ЖК
;;https://www.cian.ru/sale/flat/299704965/;Москва;sale;flat;25;25;1;35.2;9669440;Крюково;проспект Георгиевский;27к2;Зеленоград — Крюково;Зелёный парк
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/296713412/;Москва;sale;flat;2;30;1;41.0;9696500;Чертаново Южное;;1.1;Аннино;Варшавские Ворота ЖК
Абсолют Недвижимость;developer;https://www.cian.ru/sale/flat/298891476/;Москва;sale;flat;11;19;1;36.3;9699018;;;;Филатов Луг;Город-парк Первый Московский
ID 154869;realtor;https://www.cian.ru/sale/flat/300055302/;Москва;sale;flat;2;24;1;36.0;9690000;;бульвар Андрея Тарковского;11;Рассказовка;Рассказово
;;https://www.cian.ru/sale/flat/299520381/;Москва;sale;flat;5;17;1;44.4;9682603;Южное Бутово;;2.1;Щербинка;Никольские Луга ЖК
;;https://www.cian.ru/sale/flat/299513172/;Москва;sale;flat;17;17;1;44.2;9691278;Южное Бутово;;2.3;Щербинка;Никольские Луга ЖК
;;https://www.cian.ru/sale/flat/299520356/;Москва;sale;flat;14;17;1;46.8;9680000;Южное Бутово;;3.1;Щербинка;Никольские Луга ЖК
Эксклюзив Хоум;real_estate_agent;https://www.cian.ru/sale/flat/298157749/;Москва;sale;flat;5;5;1;31.3;9690000;Дмитровский;Коровинское шоссе;20К2;Грачёвская;
Новые Ватутинки;developer;https://www.cian.ru/sale/flat/297843311/;Москва;sale;flat;13;14;1;37.8;9695700;;;к9/2.2;Ольховая;Новые Ватутинки, мкр. Центральный
Новые Ватутинки;developer;https://www.cian.ru/sale/flat/297843823/;Москва;sale;flat;13;14;1;37.8;9695700;;;к9/1.1;Ольховая;Новые Ватутинки, мкр. Центральный
;;https://www.cian.ru/sale/flat/299511291/;Москва;sale;flat;30;33;1;32.6;9812306;Алтуфьевский;;2.1;Бескудниково;Алтуфьевское 53 ЖК
Самолет Плюс Москва ЦАО;real_estate_agent;https://www.cian.ru/sale/flat/300136053/;Москва;sale;flat;3;9;1;32.6;9800000;Восточное Измайлово;9-я Парковая ;2;;
А101;developer;https://www.cian.ru/sale/flat/291307360/;Москва;sale;flat;8;16;1;36.5;9780498;;;;Филатов Луг;Прокшино ЖК
А101;developer;https://www.cian.ru/sale/flat/293987961/;Москва;sale;flat;2;13;1;32.5;9755863;;;25.4;Улица Скобелевская;Скандинавия ЖК
А101;developer;https://www.cian.ru/sale/flat/296804617/;Москва;sale;flat;5;11;1;37.7;9801836;;;;Коммунарка;Дзен-кварталы ЖК
ПИК;developer;https://www.cian.ru/sale/flat/299987797/;Москва;sale;flat;10;24;1;36.3;9844560;Западное Дегунино;Северный ао;;Речной вокзал;Бусиновский Парк ЖК
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/298538616/;Москва;sale;flat;6;9;1;33.5;9800000;Можайский; Кубинка;15К2;Сетунь;
Владис;real_estate_agent;https://www.cian.ru/sale/flat/299553350/;Москва;sale;flat;4;12;1;35.0;9800000;Рязанский;Зеленодольская ;18К2;Окская;
Владис;real_estate_agent;https://www.cian.ru/sale/flat/297130317/;Москва;sale;flat;5;12;1;34.8;9800000;Гольяново;Щелковское шоссе;17К1;Локомотив;
ПИК;developer;https://www.cian.ru/sale/flat/279533838/;Москва;sale;flat;17;17;1;32.5;9816170;; Александры Монаховой;85;Улица Горчакова;Бунинские луга
;;https://www.cian.ru/sale/flat/299512266/;Москва;sale;flat;25;33;1;34.26;9840568;Чертаново Южное;;6;Красный Строитель;Ютаново ЖК
;;https://www.cian.ru/sale/flat/299704701/;Москва;sale;flat;25;25;1;33.5;9849000;Крюково;проспект Георгиевский;27к2;Зеленоград — Крюково;Зелёный парк
Абсолют Недвижимость;developer;https://www.cian.ru/sale/flat/298891575/;Москва;sale;flat;1;17;1;38.6;9836001;;;;Мичуринец;Переделкино Ближнее Город-парк
Level Group;developer;https://www.cian.ru/sale/flat/296357262/;Москва;sale;flat;10;13;1;38.0;9841866;Печатники;;;Кожуховская;Левел Южнопортовая ЖК
ID 207039;realtor;https://www.cian.ru/sale/flat/295252931/;Москва;sale;flat;5;15;1;39.0;9780000;;проспект Куприна;34к1;Бунинская аллея;Эко Бунино
Инвестправо;real_estate_agent;https://www.cian.ru/sale/flat/299944119/;Москва;sale;flat;6;12;1;34.9;9800000;Северное Тушино;бульвар Яна Райниса;28К1;Сходненская;
Новые Ватутинки;developer;https://www.cian.ru/sale/flat/297843375/;Москва;sale;flat;8;8;1;38.9;9767790;;;к9/2.2;Ольховая;Новые Ватутинки, мкр. Центральный
Самолет Плюс Москва Румянцево;real_estate_agent;https://www.cian.ru/sale/flat/299320876/;Москва;sale;flat;3;14;1;37.7;9800000;Южное Бутово; Академика Понтрягина;27;;
;;https://www.cian.ru/sale/flat/299511549/;Москва;sale;flat;30;33;1;33.2;9915611;Алтуфьевский;;2.2;Отрадное;Алтуфьевское 53 ЖК
;;https://www.cian.ru/sale/flat/294449926/;Москва;sale;flat;24;25;1;38.5;9861750;Некрасовка; Липчанского;10;Некрасовка;Некрасовка
А101;developer;https://www.cian.ru/sale/flat/292609376/;Москва;sale;flat;11;13;1;32.6;9926889;;;;Филатов Луг;Прокшино ЖК
А101;developer;https://www.cian.ru/sale/flat/295893557/;Москва;sale;flat;2;24;1;34.0;9920839;;;3.1;Коммунарка;Дзен-кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/290985683/;Москва;sale;flat;2;14;1;36.4;9939882;;;3.2;Улица Горчакова;Дзен-кварталы ЖК
ЦЗН ПРОСПЕКТ МИРА;real_estate_agent;https://www.cian.ru/sale/flat/297793507/;Москва;sale;flat;1;9;1;31.6;9900000;Левобережный;Беломорская ;18К4;Речной вокзал;
1-й ДСК;developer;https://www.cian.ru/sale/flat/298938048/;Москва;sale;flat;14;14;1;27.8;9939890;Молжаниновский;;;Беломорская;Первый Ленинградский ЖК
Владис;real_estate_agent;https://www.cian.ru/sale/flat/298605762/;Москва;sale;flat;9;16;1;39.0;9900000;; Родниковая;9Ак6;Саларьево;Позитив
ПИК;developer;https://www.cian.ru/sale/flat/299523090/;Москва;sale;flat;2;19;1;39.7;9857907;Митино;Северо-Западный ао;2.4;Пятницкое шоссе;Митинский Лес ЖК
;;https://www.cian.ru/sale/flat/299512241/;Москва;sale;flat;22;33;1;32.4;9934617;Чертаново Южное;;6;Красный Строитель;Ютаново ЖК
;;https://www.cian.ru/sale/flat/299512513/;Москва;sale;flat;29;33;1;32.41;9947017;Чертаново Южное;;4;Красный Строитель;Ютаново ЖК
ID 79194;realtor;https://www.cian.ru/sale/flat/298945674/;Москва;sale;flat;4;5;1;33.5;9900000;Текстильщики; Юных Ленинцев;39;Кузьминки;
Октава-Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/299789560/;Москва;sale;flat;10;17;1;37.0;9900000;Царицыно;Кавказский бульвар;50;Кантемировская;
Новые Ватутинки;developer;https://www.cian.ru/sale/flat/297843444/;Москва;sale;flat;14;14;1;37.3;9891960;;;к9/1.1;Ольховая;Новые Ватутинки, мкр. Центральный
Эксклюзив Хоум;real_estate_agent;https://www.cian.ru/sale/flat/295940265/;Москва;sale;flat;4;5;1;30.0;9900000;Южное Тушино;Лодочная ;35С1;Сходненская;
;;https://www.cian.ru/sale/flat/294904309/;Москва;sale;flat;17;18;1;30.8;9948400;Останкинский;Березовая аллея;19к2;Ботанический сад;Апарт-комплекс Легендарный квартал
;;https://www.cian.ru/sale/flat/294904316/;Москва;sale;flat;15;18;1;32.9;9886450;Останкинский;Березовая аллея;19к1;Ботанический сад;Апарт-комплекс Легендарный квартал
;;https://www.cian.ru/sale/flat/298480870/;Москва;sale;flat;9;25;1;40.98;10025757;Люблино;Юго-Восточный ао;к26;Перерва;Светлый Мир Станция Л ЖК
Навигатор;real_estate_agent;https://www.cian.ru/sale/flat/300023313/;Москва;sale;flat;11;12;1;37.0;10000000;Южное Медведково;Ясный проезд;34К1;Бибирево;
Владис;real_estate_agent;https://www.cian.ru/sale/flat/295995285/;Москва;sale;flat;13;16;1;34.0;10000000;;;к1.2;Румянцево;Тропарево Парк
А101;developer;https://www.cian.ru/sale/flat/291188951/;Москва;sale;flat;2;17;1;34.2;9992498;;;к3.4;Бунинская аллея;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/296804853/;Москва;sale;flat;2;13;1;37.8;9976570;;;6.1.1;Коммунарка;Дзен-кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/293987962/;Москва;sale;flat;2;13;1;33.8;10022323;;;25.4;Улица Скобелевская;Скандинавия ЖК
А101;developer;https://www.cian.ru/sale/flat/291307399/;Москва;sale;flat;13;16;1;36.3;9985868;;;;Прокшино;Прокшино ЖК
ПИК;developer;https://www.cian.ru/sale/flat/298079216/;Москва;sale;flat;12;50;1;35.7;10019990;Северное Медведково;;1.5;Медведково;Полар ЖК
ПИК;developer;https://www.cian.ru/sale/flat/300088719/;Москва;sale;flat;11;24;1;36.6;10006732;Западное Дегунино;Северный ао;;Речной вокзал;Бусиновский Парк ЖК
А101;developer;https://www.cian.ru/sale/flat/296805363/;Москва;sale;flat;7;14;1;28.8;10014828;;;6.1.1;Бунинская аллея;Дзен-кварталы ЖК
Группа Аквилон;developer;https://www.cian.ru/sale/flat/298798120/;Москва;sale;flat;2;23;1;42.7;10006437;Отрадное;Сигнальный проезд;12;Владыкино;Akvilon Signal
Владис;real_estate_agent;https://www.cian.ru/sale/flat/300049945/;Москва;sale;flat;7;10;1;38.2;10000000;Выхино-Жулебино;Тарханская ;3К2;Жулебино;
;;https://www.cian.ru/sale/flat/299511727/;Москва;sale;flat;29;33;1;35.1;10006413;Алтуфьевский;;2.2;Отрадное;Алтуфьевское 53 ЖК
;;https://www.cian.ru/sale/flat/299513111/;Москва;sale;flat;32;33;1;32.3;10047851;Царицыно;;1.5;Кантемировская;Кавказский Бульвар 51 ЖК
;;https://www.cian.ru/sale/flat/299512925/;Москва;sale;flat;2;33;1;34.1;9969407;Царицыно;;1.5;Кантемировская;Кавказский Бульвар 51 ЖК
;;https://www.cian.ru/sale/flat/299796722/;Москва;sale;flat;11;25;1;43.3;10015290;Крюково;Зеленоград;6.4;Зеленоград — Крюково;Зеленый Парк ЖК
Абсолют Недвижимость;developer;https://www.cian.ru/sale/flat/295861367/;Москва;sale;flat;17;20;1;36.9;10041853;;;к2;Новопеределкино;Город-парк Первый Московский
МИЦ-Столичный ипотечный центр недвижимости;real_estate_agent;https://www.cian.ru/sale/flat/299599852/;Москва;sale;flat;9;17;1;38.6;10000000;; Никитина;10;Рассказовка;Город-парк Первый Московский
МИЦ-Столичный ипотечный центр недвижимости;real_estate_agent;https://www.cian.ru/sale/flat/298369793/;Москва;sale;flat;23;25;1;42.0;10000000;; Москвитина;1к2;Рассказовка;Город-парк Первый Московский
ID 339471;unknown;https://www.cian.ru/sale/flat/297858614/;Москва;sale;flat;17;17;1;38.0;9990000;Некрасовка;Рождественская ;37;Некрасовка;Некрасовка-Парк
Гретта Асриян;realtor;https://www.cian.ru/sale/flat/300119410/;Москва;sale;flat;4;15;1;56.0;9950000;; Барышевская Роща;2;Щербинка;Прима-Парк
ID 114125481;homeowner;https://www.cian.ru/sale/flat/299780209/;Москва;sale;flat;2;7;1;47.5;10000000;;;30;Бунинская аллея;
А101;developer;https://www.cian.ru/sale/flat/295212244/;Москва;sale;flat;2;22;1;49.9;10083772;;;5.1;Улица Горчакова;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/293987978/;Москва;sale;flat;5;13;1;32.2;10104717;;;25.4;Улица Скобелевская;Скандинавия ЖК
А101;developer;https://www.cian.ru/sale/flat/293266838/;Москва;sale;flat;8;30;1;33.3;10144244;Южное Бутово;к2.4;к2.4;Улица Горчакова;Южные Сады ЖК
ПИК;developer;https://www.cian.ru/sale/flat/298382011/;Москва;sale;flat;8;32;1;37.7;10104806;Западное Дегунино;Северный ао;;Речной вокзал;Бусиновский Парк ЖК
Абсолют Недвижимость;developer;https://www.cian.ru/sale/flat/298891608/;Москва;sale;flat;8;17;1;39.5;10085920;;;;Мичуринец;Переделкино Ближнее Город-парк
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/299473061/;Москва;sale;flat;3;3;1;38.4;10090000;Андерсен ЖК; Нильса Бора;3;;Андерсен
;;https://www.cian.ru/sale/flat/299511071/;Москва;sale;flat;2;17;1;43.4;10067324;;;1.2;Щербинка;Юнино ЖК
